GeneSymbol	GeneID	GI
TCTN1	79600	gi|18543327
TMEM126A	84233	gi|14150017
CCDC66	285331	gi|213688415
C5orf60	285679	gi|214831495
ZNF646	9726	gi|215820619
IMPDH1	3614	gi|217035152
IGLL5	100423062	gi|295986608
CHCHD7	79145	gi|58761512
COLEC11	78989	gi|364502951
UBB	7314	gi|11024714
C2CD3	26005	gi|148596944
TVP23B	51030	gi|148747574
MPP5	64398	gi|38570142
NKX6-2	84504	gi|28912912
TMTC3	160418	gi|224809432
LOC402160	402160	gi|300797344
LSM6	11157	gi|5901998
DNPEP	23549	gi|156416028
TMPRSS3	64699	gi|14602457
KCNAB1	7881	gi|27436962
FBXL4	26235	gi|16306588
BBOX1	8424	gi|4502369
PPFIBP1	8496	gi|312032471
C6orf136	221545	gi|238624193
NT5C1B	93034	gi|312283642
GLIPR1	11010	gi|110825980
CMTM2	146225	gi|313569848
TSTD2	158427	gi|111038120
PPP1R3A	5506	gi|167614502
ASPDH	554235	gi|167736376
FAM76A	199870	gi|221139693
MINOS1	440574	gi|73912720
SOX6	55553	gi|71037389
MYEOV2	150678	gi|254540132
DCAF4	26094	gi|254553450
MAPK8IP2	23542	gi|7706537
CIRH1A	84916	gi|186928847
ASPH	444	gi|258613948
DTYMK	1841	gi|259013537
ELP3	55140	gi|23510283
RBM28	55131	gi|187960109
MDFIC	29969	gi|40018612
GAA	2548	gi|119393895
C16orf80	29105	gi|8392875
C15orf57	90416	gi|124248541
ELP2	55250	gi|338968890
RABL5	64792	gi|12232463
TECRL	253017	gi|58332438
PVRIG	79037	gi|57863285
TMEM98	26022	gi|75677345
MAP6	4135	gi|48375167
NEB	4703	gi|403310693
B9D1	27077	gi|343478275
EMP1	2012	gi|4503559
ATPAF1	64756	gi|344179098
GCC1	79571	gi|22208850
MROH8	140699	gi|47578111
ASAP2	8853	gi|206597522
CYB5R1	51706	gi|49574502
BUB3	9184	gi|4757880
TCTN1	79600	gi|291190750
SMG9	56006	gi|145301567
TMEM213	155006	gi|146229352
TTYH2	94015	gi|53988385
RCVRN	5957	gi|4506459
MLKL	197259	gi|22749323
RCSD1	92241	gi|217035154
VPS37C	55048	gi|57863314
EFCAB2	84288	gi|14150108
CHCHD7	79145	gi|58761514
BEND2	139105	gi|296179403
COLEC11	78989	gi|364502953
SGSM1	129049	gi|90577167
CLPSL1	340204	gi|58218998
DNAH3	55567	gi|24308169
RPRD1B	58490	gi|11034845
TIFAB	497189	gi|149773462
ZNF687	57592	gi|24308227
C1orf87	127795	gi|22748811
ARFIP1	27236	gi|71040092
HOXA7	3204	gi|24497556
KCNAB1	7881	gi|27436964
ACTR6	64431	gi|11968057
PPFIBP1	8496	gi|312032473
C6orf136	221545	gi|238624195
NT5C1B	93034	gi|312283644
LGALS9C	654346	gi|111494239
ASPDH	554235	gi|167736378
NGLY1	55768	gi|223941798
PROSER2	254427	gi|223633935
SOX6	55553	gi|70909338
ZHX1-C8ORF76	100533106	gi|323510674
NEK3	4752	gi|23510393
DCAF4	26094	gi|254553452
CORO6	84940	gi|109627650
SORBS2	8470	gi|194733749
NIPA1	123606	gi|41406091
MRO	83876	gi|187761375
ABT1	29777	gi|7019319
DHPS	1725	gi|4503325
MDFIC	29969	gi|261599042
NAF1	92345	gi|193083157
C1orf111	284680	gi|194097454
C15orf57	90416	gi|124248537
ELP2	55250	gi|338968892
RABL5	64792	gi|195546889
PIK3R6	146850	gi|58082081
DPM2	8818	gi|4503365
ACTR1A	10121	gi|5031569
DEPTOR	64798	gi|189571664
TATDN3	128387	gi|226061595
DEFB119	245932	gi|37704382
CDC42EP2	10435	gi|5802998
TSPY1	7258	gi|139948460
PPP1R32	220004	gi|283046778
STARD13	90627	gi|343478277
ATPAF1	64756	gi|344179101
MROH8	140699	gi|47578113
KIF9	64147	gi|199560800
POU2F3	25833	gi|148664218
C10orf111	221060	gi|23397532
DPM3	54344	gi|24430135
KIAA1279	26128	gi|24308113
BUB3	9184	gi|56550081
LANCL2	55915	gi|8923911
YEATS4	8089	gi|5729838
LSM2	57819	gi|10863977
RTP4	64108	gi|54607029
ZNF182	7569	gi|55769561
ITGB1BP2	26548	gi|6912438
FAM117A	81558	gi|13540590
MLKL	197259	gi|215820622
ZNF780A	284323	gi|217035156
CHCHD7	79145	gi|58761516
NAT10	55226	gi|221316723
SPATA16	83893	gi|190194384
C14orf182	283551	gi|61676098
NDUFA9	4704	gi|6681764
MRPS17	51373	gi|7705425
SGSM1	129049	gi|90577164
RNF138	51444	gi|38045934
C3orf70	285382	gi|70608185
CKMT2	1160	gi|153252003
CEACAM4	1089	gi|71143132
FAM65A	79567	gi|39995080
SUPT6H	6830	gi|27597090
SIKE1	80143	gi|156151377
LRRC16B	90668	gi|156938257
C2CD4B	388125	gi|157278361
CCDC39	339829	gi|157785668
ANKRD23	200539	gi|41327752
SLC26A6	65010	gi|94721253
LEPROT	54741	gi|310923122
PIGO	84720	gi|23397648
MAGOH	4116	gi|4505087
SLC39A12	221074	gi|223633937
SOX6	55553	gi|224967050
GNA14	9630	gi|4758444
STYXL1	51657	gi|7706363
C5orf22	55322	gi|170763486
G0S2	50486	gi|7657104
DDX20	11218	gi|256223453
GBP2	2634	gi|38327558
SORBS2	8470	gi|224586846
ASPH	444	gi|14589862
MRO	83876	gi|187761377
DHPS	1725	gi|7108338
MDFIC	29969	gi|289547634
OSGIN1	29948	gi|33695101
GDPD5	81544	gi|189571657
C14orf105	55195	gi|190341089
MYO18A	399687	gi|28416946
SETBP1	26040	gi|194294554
ELP2	55250	gi|338968894
C19orf70	125988	gi|45387955
AKAP4	8852	gi|21493039
FYB	2533	gi|42476118
HN1L	90861	gi|21700763
FAM219A	203259	gi|296531322
PLAT	5327	gi|14702169
PLEKHO2	80301	gi|33457316
PDHA1	5160	gi|4505685
PPP1R32	220004	gi|283046782
B9D1	27077	gi|343478279
NDUFV3	4731	gi|48255924
USP16	10600	gi|50312664
METTL4	64863	gi|145275206
CYP20A1	57404	gi|29171730
TAOK2	9344	gi|45505130
TMEM106C	79022	gi|219802834
CHCHD7	79145	gi|58761518
SGSM1	129049	gi|148612840
WDR92	116143	gi|24308444
XPO4	64328	gi|148886661
SNRPD3	6634	gi|4759160
RPS4Y1	6192	gi|4506727
KIF24	347240	gi|154426306
KIAA0753	9851	gi|154689847
FAM65A	79567	gi|302058256
SMIM17	147670	gi|302318930
SIKE1	80143	gi|156151379
MEOX1	4222	gi|4758710
TGFBR3L	100507588	gi|305410860
SLC26A6	65010	gi|94721255
ARPC4-TTLL3	100526693	gi|311771694
CA5B	11238	gi|6005723
GDAP1	54332	gi|108773797
RGL3	57139	gi|239582763
ZNF225	7768	gi|110347439
CLIP3	25999	gi|313851097
LYPD5	284348	gi|164663808
LAPTM5	7805	gi|5803056
SLC39A12	221074	gi|223633939
GALM	130589	gi|20270355
MINOS1	440574	gi|323276668
SOX6	55553	gi|224967054
ARHGAP19	84986	gi|67906814
COX6A2	1339	gi|4885149
ASPH	444	gi|258613951
HAUS6	54801	gi|31377562
SDPR	8436	gi|4759082
MRO	83876	gi|187761379
RGPD6	729540	gi|182765478
COBL	23242	gi|31581524
RAMP2	10266	gi|118572585
FLVCR2	55640	gi|190341091
ZNF441	126068	gi|193083160
MYO18A	399687	gi|42794779
ZNF562	54811	gi|194097460
SETBP1	26040	gi|194294556
NOM1	64434	gi|61097912
RABL5	64792	gi|195546894
PPP1R26	9858	gi|45387958
ALAS2	212	gi|83977444
PLAT	5327	gi|4505861
NAA20	51126	gi|31563512
C1orf127	148345	gi|282721090
STARD13	90627	gi|343478281
C3orf55	152078	gi|153791811
FRMPD4	9758	gi|211971072
NDUFV3	4731	gi|48255926
ZDHHC2	51201	gi|7705949
ZNF701	55762	gi|289547638
TRAPPC2	6399	gi|58533179
FAM118B	79607	gi|13375721
TAOK2	9344	gi|4759208
UPK1A	11045	gi|5902148
FAM69A	388650	gi|165932391
YBEY	54059	gi|54607072
RPP40	10799	gi|55743132
FTSJ1	24140	gi|7110661
ZNF780A	284323	gi|217035160
UNC119B	84747	gi|122937500
RGS7BP	401190	gi|429325222
TMEM106C	79022	gi|219802857
CHCHD7	79145	gi|58761520
C21orf33	8209	gi|296531408
ARL6IP1	23204	gi|24308007
SLTM	79811	gi|63176611
FBXO44	93611	gi|62388868
SNAP47	116841	gi|224465202
SGSM1	129049	gi|148612875
WDR92	116143	gi|374429545
NECAB3	63941	gi|149158723
IFT74	80173	gi|151105229
LEKR1	389170	gi|300797428
IMPDH2	3615	gi|66933016
ARFIP1	27236	gi|71040094
SIPA1L3	23094	gi|71143119
AP2B1	163	gi|4557469
FAM65A	79567	gi|302058259
THOC7	80145	gi|156151381
RNF144A	9781	gi|38045938
MEOX1	4222	gi|7710150
LOC100130705	100130705	gi|304376316
EXOSC1	51013	gi|7705612
SLC26A6	65010	gi|94721257
MED13	9969	gi|102468717
RGL3	57139	gi|239582765
INSIG1	3638	gi|28882053
LYPD5	284348	gi|164698546
CHMP4A	29082	gi|40548422
GABRR1	2569	gi|389886549
CRYBG3	131544	gi|390979647
LMLN	89782	gi|110556638
PIGO	84720	gi|319918882
SPATA31A6	389730	gi|223633941
MINOS1	440574	gi|323276670
TGIF2LX	90316	gi|34328941
OTUD7A	161725	gi|18702331
AKR1C4	1109	gi|325652083
SLMO2	51012	gi|117553615
MRPS27	23107	gi|186928850
ASPH	444	gi|258613953
HAUS6	54801	gi|400153758
RARS	5917	gi|15149476
C21orf2	755	gi|4826651
MVB12A	93343	gi|24308440
CARKD	55739	gi|119709830
FYB	2533	gi|40788007
EPHX3	79852	gi|218777840
TLE1	7088	gi|21541824
RNF38	152006	gi|37577175
AGFG2	3268	gi|91984781
BAD	572	gi|14670388
MAGEB18	286514	gi|27734781
C3orf55	152078	gi|194018506
GPM6B	2824	gi|24307895
TRAPPC2	6399	gi|291045294
DGCR2	9993	gi|291084735
TAOK2	9344	gi|354721195
FAM69A	388650	gi|356582445
YBEY	54059	gi|54607074
EML1	2009	gi|56790930
RGS7BP	401190	gi|429325224
PRAMEF7	441871	gi|59676593
POLR3A	11128	gi|39725938
C21orf33	8209	gi|296531406
NDUFS5	4725	gi|297206823
SHISA5	51246	gi|441418798
OXSM	54995	gi|8923559
FBXO44	93611	gi|34878753
IGLL5	100423062	gi|372466586
DAZAP1	26528	gi|25470886
MOB1A	55233	gi|148747437
NECAB3	63941	gi|149158725
SLC22A17	51310	gi|63999576
SPATA6	54558	gi|9506603
CLCN4	1183	gi|153252026
HMGB3	3149	gi|71143137
AP2B1	163	gi|71773106
MLIP	90523	gi|154426278
PHF12	57649	gi|30842829
TRMT2A	27037	gi|51173878
FGF19	9965	gi|4826726
PDE4DIP	9659	gi|50658075
ETAA1	54465	gi|37059814
CLDND1	56650	gi|93588620
SLC26A6	65010	gi|94721259
MS4A14	84689	gi|119226217
SULT1E1	6783	gi|4885617
MRPL49	740	gi|4826649
INSIG1	3638	gi|241982794
RIMKLA	284716	gi|164663810
TPO	7173	gi|28558990
SLC36A2	153201	gi|222418631
LMLN	89782	gi|223468600
ARHGAP19	84986	gi|324021730
NRN1	51299	gi|7706123
BLZF1	8548	gi|4504805
TLE4	7091	gi|34915994
DOCK5	80005	gi|117553586
ASPH	444	gi|258613955
TRAPPC6A	79090	gi|13129120
MRO	83876	gi|187761381
LOC554223	554223	gi|333360918
LRRIQ4	344657	gi|122937315
ASB8	140461	gi|13129098
NOL8	55035	gi|46048234
ZNF790	388536	gi|338797726
CARKD	55739	gi|338968897
SFXN1	94081	gi|23618867
FYB	2533	gi|340545556
ZNF174	7727	gi|4508007
ECHDC2	55268	gi|150378541
MTCP1	4515	gi|66346715
VBP1	7411	gi|4507873
C3orf55	152078	gi|194018508
PDE3A	5139	gi|70608155
SSPN	8082	gi|16933561
SPAG8	26206	gi|27502373
GPM6B	2824	gi|50263053
DGCR2	9993	gi|291084739
ZNF165	7718	gi|4508001
POLL	27343	gi|291463287
TCF20	6942	gi|31652244
PGM2L1	283209	gi|31377548
TCEAL3	85012	gi|55749431
TMEM174	134288	gi|23397475
TNK2	10188	gi|58331191
RBM24	221662	gi|221139802
SEMA3E	9723	gi|6912650
CCDC22	28952	gi|7661844
GOLGA1	2800	gi|4504063
SLTM	79811	gi|62244004
OXSM	54995	gi|223972627
TYW1B	441250	gi|224282123
TMEM221	100130519	gi|300068980
POLD2	5425	gi|379056381
GSTO1	9446	gi|4758484
NCOA5	57727	gi|15147335
IFLTD1	160492	gi|224593275
IRX3	79191	gi|226371735
GNG12	55970	gi|51036603
UCKL1	54963	gi|57863312
CYP3A43	64816	gi|12383060
RPS5	6193	gi|13904870
AP1G1	164	gi|71772942
KIAA0586	9786	gi|154813197
PHF12	57649	gi|75677357
MEOX2	4223	gi|84105335
PDE4DIP	9659	gi|305410864
B4GALNT4	338707	gi|40789265
CATSPERD	257062	gi|91598777
METTL3	56339	gi|21361827
MS4A14	84689	gi|119226220
KCNC1	3746	gi|4826786
NEK1	4750	gi|41872673
TCF20	6942	gi|31652242
INSIG1	3638	gi|38327531
C3orf14	57415	gi|10190736
MDP1	145553	gi|33457311
FAM71B	153745	gi|222418633
TCP10L2	401285	gi|223468602
LIN9	286826	gi|32996737
UROS	7390	gi|4557873
MRPS7	51081	gi|186928852
ASPH	444	gi|258613957
DENND6B	414918	gi|259089418
SYT13	57586	gi|24308233
TPX2	22974	gi|20127519
HES7	84667	gi|260166650
ZNF660	285349	gi|332801008
ZNF48	197407	gi|333805605
MICALCL	84953	gi|118918413
RHBDF1	64285	gi|190341097
UNC13D	201294	gi|46195765
CTSA	5476	gi|262527235
C2CD2L	9854	gi|42716277
ZNF562	54811	gi|194097464
CARKD	55739	gi|338968899
HSF2	3298	gi|340745278
FAM219A	203259	gi|296531324
ZSCAN29	146050	gi|109715825
ZNF358	140467	gi|133922582
MMS22L	253714	gi|115583683
CDC20B	166979	gi|281427267
GPR153	387509	gi|282403488
EXOSC5	56915	gi|47174864
GFM2	84340	gi|25306283
SSPN	8082	gi|209529678
GPM6B	2824	gi|50263048
RFX3	5991	gi|4506495
ZKSCAN1	7586	gi|55769564
EML1	2009	gi|56790932
SEMA3E	9723	gi|296011008
BBX	56987	gi|217035121
PROZ	8858	gi|371502106
ANGPT4	51378	gi|7705276
PHC3	80012	gi|148612879
SCN8A	6334	gi|7657544
UBAP2	55833	gi|22325364
RASGRP2	10235	gi|149158729
POLD2	5425	gi|379056383
IFT74	80173	gi|151101151
AFTPH	54812	gi|50409903
CDKN2A	1029	gi|300863096
UCKL1	54963	gi|301129207
AP1G1	164	gi|71773010
VSIG4	11326	gi|6005958
CWH43	80157	gi|156151386
CMTM5	116173	gi|82546841
UQCRH	7388	gi|83627705
PDE4DIP	9659	gi|305410866
ECHDC3	79746	gi|31542718
CLINT1	9685	gi|7661968
COL12A1	1303	gi|93141047
CTDSPL2	51496	gi|100815975
MS4A14	84689	gi|387849347
LTBP4	8425	gi|110347431
KCNC1	3746	gi|163792201
NGDN	25983	gi|111038133
NEK1	4750	gi|313661426
ZBTB26	57684	gi|18141299
OOEP	441161	gi|122937452
MDP1	145553	gi|315259107
SIAE	54414	gi|24850115
UBOX5	22888	gi|7662344
GOLGA6L6	727832	gi|222418637
FAM196B	100131897	gi|193788653
ZNF559	84527	gi|320202969
SPATA31D1	389763	gi|48717285
LIN9	286826	gi|394582065
GLRA2	2742	gi|169646728
TINAGL1	64129	gi|324711034
TSPAN32	10077	gi|170763493
LRTM2	654429	gi|255652964
FAM161A	84140	gi|187936946
VSTM4	196740	gi|190341099
LOC100130357	100130357	gi|336594719
TMEM88	92162	gi|44662813
TMEM202	338949	gi|122937323
PLEKHB1	58473	gi|10864013
BTN3A3	10384	gi|338797729
CARKD	55739	gi|338968901
STBD1	8987	gi|4503977
PDE7A	5150	gi|334085277
ARNT2	9915	gi|68303555
ATL2	64225	gi|208610000
ZNF770	54989	gi|46094072
DDTL	100037417	gi|145386559
RRP1B	23076	gi|57863269
NOL9	79707	gi|40217805
C3orf55	152078	gi|344030226
COQ10B	80219	gi|13376737
DEFB123	245936	gi|23503331
RNF185	91445	gi|31542783
GPM6B	2824	gi|50263050
RNH1	6050	gi|42822874
POLL	27343	gi|291463291
FAM69A	388650	gi|356582450
KCNH3	23416	gi|38569493
FLYWCH2	114984	gi|215820628
FAM208B	54906	gi|296011010
BBX	56987	gi|18378731
PROZ	8858	gi|4506121
GSAP	54103	gi|148612805
SCN8A	6334	gi|295789135
GSTO1	9446	gi|300360532
PGBD2	267002	gi|25777742
DDX27	55661	gi|224593278
AFTPH	54812	gi|50409939
CDKN2A	1029	gi|4502749
RPS23	6228	gi|4506701
RPS27L	51065	gi|7705706
C13orf45	729420	gi|384229066
CLPB	81570	gi|13540606
PDE4DIP	9659	gi|50658077
CLINT1	9685	gi|307078123
COL12A1	1303	gi|93141049
CC2D2B	387707	gi|109452583
LEPROT	54741	gi|8923785
TTLL3	26140	gi|311771702
MS4A14	84689	gi|387849350
HHATL	57467	gi|239582769
SAT1	6303	gi|4506789
LTBP4	8425	gi|110347412
NEK1	4750	gi|313661428
MSANTD1	345222	gi|111548660
TNS3	64759	gi|65288071
LDB1	8861	gi|4504969
MDP1	145553	gi|315259109
NELFB	25920	gi|20070260
SIAE	54414	gi|321267600
UBOX5	22888	gi|40806196
IGLL1	3543	gi|13399298
TMSB15B	286527	gi|167555119
ZNF559	84527	gi|23618926
ZCCHC24	219654	gi|223633947
LIN9	286826	gi|394582075
MRPL51	51258	gi|16950607
TINAGL1	64129	gi|324713036
PSMB10	5699	gi|4506191
GNPAT	8443	gi|7657134
CDC14B	8555	gi|15451936
DLX3	1747	gi|4885185
MRPS31	10240	gi|186928854
FANCD2OS	115795	gi|258679526
DSC2	1824	gi|13435364
VSTM4	196740	gi|21450677
MMAB	326625	gi|16418349
DYNC2H1	79659	gi|122937398
PLEKHB1	58473	gi|194097467
SLC9B2	133308	gi|47271479
DARS	1615	gi|45439306
PDE7A	5150	gi|24429566
ILVBL	10994	gi|21361361
DCAF12	25853	gi|22218619
C9orf156	51531	gi|118600979
CRY2	1408	gi|188536100
RUVBL1	8607	gi|4506753
ZNF138	7697	gi|410515417
ERGIC2	51290	gi|50959176
MON1A	84315	gi|215820630
C9orf135	138255	gi|58219541
SNN	8303	gi|4507117
EFCAB2	84288	gi|221316729
DCAF7	10238	gi|108936958
BBX	56987	gi|443497952
C3orf33	285315	gi|27734925
CMPK2	129607	gi|117606370
GSTO1	9446	gi|300360534
PGBD2	267002	gi|62953123
AFTPH	54812	gi|50409856
CDKN2A	1029	gi|98985804
IL17RE	132014	gi|301129210
PPP1R1A	5502	gi|155030238
MRPS36	92259	gi|15150811
C2orf49	79074	gi|13129094
MYCT1	80177	gi|156151389
AMPD2	271	gi|34147621
COG1	9382	gi|21237783
CLPB	81570	gi|385719194
PTGES3L	100885848	gi|387528017
CLINT1	9685	gi|307078125
ZNF765	91661	gi|93277110
BNC2	54796	gi|94721327
SIGLEC9	27180	gi|310616725
LEPROT	54741	gi|310923132
ABCE1	6059	gi|108773784
C1orf64	149563	gi|30519894
LTBP4	8425	gi|110347437
NEK1	4750	gi|313661430
ABCB4	5244	gi|4505771
LDB1	8861	gi|164663816
PLCD4	84812	gi|14249340
UBOX5	22888	gi|389886556
QPCTL	54814	gi|92110027
ZNF493	284443	gi|115511044
ZNF559	84527	gi|320202974
PABPC1L	80336	gi|185135971
SPATA12	353324	gi|32171194
PCDH8	5100	gi|6631102
SLC7A14	57709	gi|181337167
CDC14B	8555	gi|4502699
TMEM212	389177	gi|256574774
OTX2	5015	gi|395455073
PGD	5226	gi|40068518
PIGG	54872	gi|187608438
DSC2	1824	gi|13435366
ZNF696	79943	gi|189571667
C9orf117	286207	gi|118918423
APOPT1	84334	gi|190341102
ENO4	387712	gi|336594788
PECR	55825	gi|19923817
PLEKHB1	58473	gi|194097469
LOC100505549	100505549	gi|338797732
SUPT5H	6829	gi|195546900
PDHA1	5160	gi|291084757
TLX1	3195	gi|5031757
AZI2	64343	gi|11968003
CTR9	9646	gi|7661950
NAT16	375607	gi|284005402
ZDHHC14	79683	gi|24371241
FBXO4	26272	gi|15834621
TMEM55A	55529	gi|24308165
RNF185	91445	gi|209529683
LINGO4	339398	gi|52138725
TIMM44	10469	gi|33636719
ZNF677	342926	gi|33438598
USP25	29761	gi|50312666
RTTN	25914	gi|145046269
MAD2L1BP	9587	gi|7661918
SLC30A5	64924	gi|20070323
FAM69A	388650	gi|356582454
NINL	22981	gi|55749678
MON1A	84315	gi|215820632
ECI1	1632	gi|295842266
KIAA1217	56243	gi|50843820
RSAD1	55316	gi|8922911
ZNF486	90649	gi|150170665
CCDC43	124808	gi|151101337
SRI	6717	gi|379317149
ZNF766	90321	gi|58332445
ATP6V0A1	535	gi|19913418
HNRNPR	10236	gi|5031755
AMPD2	271	gi|383209658
CLPB	81570	gi|385719196
BRICD5	283870	gi|312434028
SHB	6461	gi|106879210
GLYAT	10249	gi|111038137
NEK1	4750	gi|313661434
ABCB4	5244	gi|9961252
NEDD8-MDP1	100528064	gi|315259111
VGLL1	51442	gi|7706741
QPCTL	54814	gi|254281335
ZNF493	284443	gi|115511042
CAPN14	440854	gi|223468608
ZNF559	84527	gi|320202976
PLEKHG7	440107	gi|51972240
PCDH8	5100	gi|14589937
ZYG11A	440590	gi|226437632
GDF10	2662	gi|4826740
PHKB	5257	gi|4505783
SCO1	6341	gi|4759068
CDC14B	8555	gi|116008458
OTX2	5015	gi|395455075
CHMP2A	27243	gi|38372933
ARID4B	51742	gi|22035679
PIGG	54872	gi|187608446
PAICS	10606	gi|119220557
TRIM9	114088	gi|190341104
SUPT5H	6829	gi|195546902
SP5	389058	gi|51468067
GNAZ	2781	gi|4504051
MRP63	78988	gi|13128970
RAB37	326624	gi|28376635
LAMTOR4	389541	gi|56606127
SLC10A3	8273	gi|215422368
AZI2	64343	gi|410442540
WDR66	144406	gi|145279222
ZDHHC14	79683	gi|24371272
HSBP1L1	440498	gi|209969760
POU2F2	5452	gi|333360875
NAA35	60560	gi|145275204
PTRH1	138428	gi|50897284
PARP12	64761	gi|12232413
SLC30A5	64924	gi|13443012
TRAT1	50852	gi|54607137
TRIM47	91107	gi|54792146
RAD50	10111	gi|19924129
PSD4	23550	gi|56788370
ZMYM5	9205	gi|89001100
ECI1	1632	gi|62530384
CPO	130749	gi|27436871
ARMCX6	54470	gi|296179416
TSEN2	80746	gi|223972634
SEMA5B	54437	gi|373432656
KIAA1217	56243	gi|148612813
CCDC43	124808	gi|151101335
AMPD2	271	gi|383209660
PARL	55486	gi|20127652
CLPB	81570	gi|385719198
PAQR7	164091	gi|30410020
PDZD7	79955	gi|13376349
PTGES3L	100885848	gi|217416407
NOC2L	26155	gi|157694511
SDCCAG8	10806	gi|28269672
PPP2R5C	5527	gi|31083259
MRPS11	64963	gi|16554609
GLYAT	10249	gi|111038143
ABCB4	5244	gi|9961250
RSG1	79363	gi|241666479
PGM3	5238	gi|7661568
ANLN	54443	gi|31657094
SLC30A7	148867	gi|222080086
ZNF493	284443	gi|222418654
ZNF559	84527	gi|320202978
KIAA0947	23379	gi|149363685
GAGE12J	729396	gi|148491062
RGS6	9628	gi|31742476
DUSP10	11221	gi|6005812
PHKB	5257	gi|73611906
AIM1	202	gi|62988361
MCM3	4172	gi|394582099
MED16	10025	gi|38146094
SLC25A19	60386	gi|186928860
MYO7A	4647	gi|189083798
EFCAB14	9813	gi|7662160
STRADA	92335	gi|31982873
GLO1	2739	gi|118402586
OPA3	80207	gi|13376717
PAICS	10606	gi|119220559
MAMDC4	158056	gi|119220585
TRIM9	114088	gi|16519559
BTBD17	388419	gi|122937327
PLEKHB1	58473	gi|194097473
HS1BP3	64342	gi|68800430
ECHDC2	55268	gi|312176384
MRFAP1L1	114932	gi|44921608
NOL11	25926	gi|21361468
POU2F2	5452	gi|4505959
GPR107	57720	gi|56711308
PPAP2C	8612	gi|4505977
MYCBP2	23077	gi|291190787
ZUFSP	221302	gi|292494919
LIPE	3991	gi|21328446
SLC30A5	64924	gi|354548834
MN1	4330	gi|55956910
UXS1	80146	gi|359751462
ZMYM5	9205	gi|89001102
ZNF337	26152	gi|23308733
RGS5	8490	gi|4506519
THSD1	55901	gi|40805852
ZNF280C	55609	gi|24308171
KIAA1671	85379	gi|223633988
CXorf40B	541578	gi|62241038
SEMA5B	54437	gi|373432659
KIAA1217	56243	gi|148612857
JKAMP	51528	gi|21361537
RPS3	6188	gi|378548190
PHC1	1911	gi|62953127
COTL1	23406	gi|21624607
FAM65A	79567	gi|302058267
DCTPP1	79077	gi|13129100
SLC20A2	6575	gi|380503862
PARL	55486	gi|83641878
CNNM1	26507	gi|157412263
PDZD7	79955	gi|305632788
CA2	760	gi|4557395
PPP2R5C	5527	gi|31083236
MRPS11	64963	gi|28872740
DYDC2	84332	gi|392996943
GAGE12G	645073	gi|148491064
GNL2	29889	gi|7019419
TCTE1	202500	gi|229577123
PLIN2	123	gi|34577059
UBE2J2	118424	gi|37577132
CENPN	55839	gi|395132491
SLC39A7	7922	gi|117553619
EXOC3L4	91828	gi|117938266
GPATCH2L	55668	gi|40018646
HHIPL1	84439	gi|187936953
STRADA	92335	gi|51242957
RBMX2	51634	gi|118600973
NAA30	122830	gi|190341107
WDR41	55255	gi|42716287
VEPH1	79674	gi|269847626
PPP1R37	284352	gi|338797736
ZBTB17	7709	gi|338968907
KPNA4	3840	gi|4504901
ZNF528	84436	gi|46410933
DNAJC11	55735	gi|217035105
NGDN	25983	gi|111038128
ADHFE1	137872	gi|133922590
HPGDS	27306	gi|7657457
LAS1L	81887	gi|13654270
HTR7	3363	gi|4504547
TEX38	374973	gi|224458295
RARG	5916	gi|4506423
ZNF264	9422	gi|4585643
RBMY1F	159163	gi|34303937
SLC39A5	283375	gi|206597541
PIAS4	51588	gi|24850133
IL25	64806	gi|27477081
GPR107	57720	gi|211971058
SNRNP35	11066	gi|31077198
SLC39A13	91252	gi|190014617
TMEM31	203562	gi|55770866
UXS1	80146	gi|42516563
LRP4	4038	gi|157384998
ZNF789	285989	gi|61676102
TSEN2	80746	gi|223972638
SLC44A4	80736	gi|148612887
JKAMP	51528	gi|149158717
CCDC60	160777	gi|224593286
POLR2M	81488	gi|21915167
SYTL1	84958	gi|14249614
FLRT3	23767	gi|38202222
TMEM181	57583	gi|153792042
WDR36	134430	gi|21281677
RPS15A	6210	gi|71772415
RPL10A	4736	gi|15431288
FAM229B	619208	gi|75677559
RPL34	6164	gi|16117789
HNRNPR	10236	gi|156151392
CCDC132	55610	gi|62865871
NEFM	4741	gi|157738649
CHTF18	63922	gi|27501458
VILL	50853	gi|94721268
ZNF711	7552	gi|68348723
PPP2R5C	5527	gi|31083243
ST8SIA1	6489	gi|4506953
RAB2B	84932	gi|21361884
WDR91	29062	gi|222080092
ZSCAN18	65982	gi|224493919
DYDC2	84332	gi|392996945
GAGE2D	729408	gi|148491076
RGS6	9628	gi|325053676
DUSP10	11221	gi|21536333
MON1B	22879	gi|7662354
CENPN	55839	gi|395132493
CCDC151	115948	gi|117553613
KTN1	3895	gi|118498368
GPATCH2L	55668	gi|40018644
MYO7A	4647	gi|189083802
HHIPL1	84439	gi|187936955
STRADA	92335	gi|51242955
PHF15	23338	gi|40556370
EHHADH	1962	gi|68989263
ARL2BP	23568	gi|6912268
RAB27B	5874	gi|5729997
IK	3550	gi|125988409
C2orf68	388969	gi|89191830
ZSCAN9	7746	gi|313747460
MAU2	23383	gi|133922609
TATDN3	128387	gi|226061614
ATAD3A	55210	gi|283436220
LAS1L	81887	gi|282403491
HTR7	3363	gi|10880129
NXPE3	91775	gi|197333800
CDON	50937	gi|343790941
RARG	5916	gi|112181200
MS4A5	64232	gi|23110997
RPE65	6121	gi|4506591
